,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30,iter31,iter32,iter33,iter34,iter35,iter36,iter37,iter38,iter39,iter40,iter41,iter42,iter43,iter44,iter45,iter46,iter47,iter48,iter49
M,-0.00549199852856,-0.00603654038536,-0.00555451925325,-0.00842657378942,-0.00672819515048,-0.0057782774179,-0.0047155280716,-0.0032002444493,-0.006418576567,-0.00371948805071,-0.0026933799535,-0.00673067598676,-0.0033984339381,-0.00482180420499,-0.00555810093254,-0.00435222006382,-0.00402526170576,-0.00360357730267,-0.00625622701279,-0.00411869232219,-0.00396841270067,-0.00498131992316,-0.00361834538075,-0.00572652928599,-0.0044523694909,-0.00445683909825,-0.00718203261934,-0.00298384231326,-0.00401577530149,-0.00666646993847,-0.0084359550432,-0.00501059438684,-0.00207775072499,-0.00607687520663,-0.00596989723477,-0.00548159455958,-0.00366364091511,-0.00857280458283,-0.00371854556542,-0.00609765864078,-0.00438429386407,-0.00522836618008,-0.00254100709877,-0.00363939348944,-0.00334048064949,-0.00636667194174,-0.00564869713225,-0.00584712272258,-0.00349834033584,-0.00215184704729
N,-0.00768546665517,-0.00973951165593,-0.0080099086429,-0.001323291094,0.00255219669552,0.00291615828771,-0.00401844188274,0.00482185457243,0.0109730501055,0.00190798614845,0.0013991911785,-0.0030041452968,0.00131094872554,-0.0037710269875,0.00358363988513,-0.00581878052399,0.00844218487224,0.00390306571745,-0.0105752966445,0.00561913816674,-0.00257140032001,-0.00378424864089,0.00365709155985,0.00164179029146,0.00509754428228,0.000478168219232,0.0024239568253,-0.0136888640466,0.000547654298486,0.0057366117738,-0.00576817407107,-0.004753313289,-0.00200345057723,0.00870519132896,-0.00357269023327,0.00195093966555,-0.00666208033029,0.00155438235392,-0.00308835912528,-0.00506248041955,0.0063711209251,-9.90996764965e-05,-0.000279442748819,0.00735819566401,-0.0030582124575,3.88830868983e-05,0.00351269417933,-0.00908449393146,-0.00074041119967,-0.00789693134046
P,0.00570828153819,0.00676454427762,0.00423768836656,0.00467622519925,-0.00189759334484,-0.00190059700809,6.77651675978e-05,-0.00624550041251,-0.00592806392553,-0.00294565393006,-0.00114294315965,0.00300838729525,-0.000917300583135,-0.000221627024383,-0.0025820970792,0.00298672472043,-0.00511286454573,-0.0038445910952,0.00720651702748,-0.00334172802961,0.00299518097693,0.00127634023564,0.00038193146005,0.000467230310585,-0.00238210579649,-0.000769906623869,-0.00140410299331,0.00507937935077,0.000451254596501,-0.00292877937258,0.00469720072393,0.00294857559971,-0.000287253056694,-0.00442631224833,0.00570456853547,-0.00219303274029,0.00212412460353,-0.00223418185568,0.00177989096419,0.0052143834077,-0.00330369654754,0.000914192563331,-0.00192959230802,-0.00438890198812,0.00250054014244,0.00286058930777,-0.00220507150873,0.00458071289639,-0.00234560702423,0.0039381730526
Q,-0.0153662872354,-0.0142861796383,-0.0109796565087,-0.0116517132903,-0.0133519535786,-0.0159262716134,-0.0144252335568,-0.014319307581,-0.0171935225781,-0.0181729720955,-0.0155536399469,-0.0125153209868,-0.0156587558012,-0.0163791545218,-0.0191568155937,-0.012247101326,-0.0142528645691,-0.0141444044076,-0.0132968781781,-0.0194307282052,-0.0149369107258,-0.0140740387486,-0.0144801914201,-0.0150350851512,-0.0164389235049,-0.0138177709443,-0.015080672712,-0.0145749188445,-0.0108350208322,-0.0168877741004,-0.0145909053189,-0.0149378422616,-0.0188008734913,-0.0200341443826,-0.0124374382557,-0.0139896543933,-0.0127562028277,-0.0124686176222,-0.0165629676456,-0.0108059413726,-0.0158910559575,-0.0175654279338,-0.0140955634799,-0.0150811913331,-0.0142562451718,-0.018156938992,-0.0145907529279,-0.0142799604332,-0.0132395603902,-0.0153950760359
R,0.0118872125345,0.01432814192,0.0109619422881,0.010409327469,0.00193535992982,-0.00285070169269,0.00462698219922,-0.00569048738012,-0.0105686108204,-0.00848722337332,-0.00913212170012,0.010424256146,-0.00144125780933,0.00158884766868,-0.00251328350229,0.00678519335718,-0.00858636635816,-0.00703185364267,0.0162905274863,-0.00285573223933,0.0113031946085,0.0022856629848,0.00118357055826,-0.000624871395188,-0.00195166864003,0.00355374442055,-0.00166842987035,0.0132457397982,-0.000752140930684,-0.00432467681226,0.00777233061449,0.00788120530897,0.00184724990768,-0.00855715789094,0.0040527084699,0.000591688911948,0.010004990167,0.000355868096042,0.00172479274056,0.0131985817435,-0.00557698367238,0.000966085326184,-0.00338278707899,-0.00656598018659,-0.00198512850393,6.46142381767e-06,-0.00361821601524,0.0112757560166,0.000111051023014,0.0126631751312
S,-0.0209154205287,-0.0229376333702,-0.0215648082462,-0.0193567757954,-0.0166960290496,-0.017014883014,-0.0194315959746,-0.0179793347506,-0.0141515260333,-0.0139984388212,-0.0191185773776,-0.0203013723637,-0.0184085035228,-0.0203256666492,-0.0177365954694,-0.0229332849127,-0.014554004887,-0.016841652033,-0.0249275553644,-0.017867929186,-0.0198679522564,-0.0218136752219,-0.0188310931604,-0.0192353301926,-0.0156200586487,-0.0168596292611,-0.0191380496666,-0.0227291779246,-0.0196211641867,-0.0163625436031,-0.0199023366273,-0.0188443806992,-0.0178515092824,-0.0123896990398,-0.0205421351653,-0.0195263787448,-0.018561354067,-0.0146184303167,-0.0206173903324,-0.0198146825606,-0.016249720471,-0.0154201860532,-0.0210834547979,-0.0188054304284,-0.019359361293,-0.0204155865343,-0.0167913111183,-0.0219149537044,-0.0191838324471,-0.0231502229751
T,-0.0215357180647,-0.0264756886872,-0.0234056773402,-0.0214483724028,-0.0242027696919,-0.0239506430036,-0.0260363547952,-0.0235818298867,-0.0255778191097,-0.0225870235859,-0.0238982351279,-0.0227571559373,-0.0256069920335,-0.0231481303557,-0.0250080504068,-0.0233458297565,-0.0230486969981,-0.0225361496107,-0.0223892949995,-0.0259356356281,-0.020043199133,-0.0250918520103,-0.0206954038605,-0.020371322803,-0.0235201745637,-0.0260308513422,-0.0232920203954,-0.0224799906398,-0.0207047231953,-0.0213846502927,-0.0200847920683,-0.0181092241453,-0.0225441347148,-0.0235359464072,-0.0153634998485,-0.0258419989648,-0.02508721832,-0.0242443928169,-0.0201508536462,-0.0178602046698,-0.0227811870716,-0.0245518521625,-0.0224531921257,-0.0248465860475,-0.018426624368,-0.0226752542829,-0.026199307255,-0.0207623743151,-0.0256026877692,-0.0247030891861
V,0.00672063464278,0.00747950466062,0.0056597695866,0.000981563449445,0.00157105355905,0.00270542036323,0.00340500937787,0.00433257437997,-0.004303175342,0.0103451848408,0.00287051710024,0.00451745557712,0.0024500753762,0.00858909414989,0.00287054848909,0.00724832208474,0.000841130429249,0.00276009336962,0.0103849106893,-0.000160388344186,0.00637819099351,0.00430619358066,-6.4376885274e-05,0.00349475580898,-0.00133221501118,-0.00275753399745,0.00148626886405,0.0120690843731,0.00536427152322,0.00220111050402,0.0039587725325,0.0110693643843,0.00770969042115,0.00275357120147,0.00717460770948,0.00349833952916,0.00350854082932,-0.00257225520418,0.00795885402598,0.00845684787389,-0.00162408036182,0.00462937316679,0.00498669742737,-0.00352462394449,0.00720366589276,0.00203442599163,0.000894232908912,0.00597748035057,0.00643815438267,0.00832458492697
W,0.000250153224927,0.00165862759491,-0.000147138917532,9.46750008365e-06,-0.00191773206485,-0.00160911485351,-0.0014712522451,-0.00200674842055,-0.000314884583995,0.000511418482411,-0.000934321519617,0.000414127613507,-0.000580112032648,-0.000643537721416,-0.000560444228767,-0.000494437076873,-0.000620360883391,-0.00123419217869,0.000142780073105,-0.00121351274423,0.000135561250384,-0.000832274280198,-0.000906368942474,8.73503273168e-05,-0.00120001351306,0.000118344014172,-0.000557447531958,4.51294714247e-06,-0.00194908949846,-0.000497092339185,0.00093072045569,0.00103714663574,-0.000864985776847,-0.000864611521132,-0.000255290821764,-0.00167206932419,-0.000278410336801,-0.000836488111214,-0.000434169044892,0.000270213476481,-0.0020519504185,0.0005922323934,-0.00174646044458,-0.00157497896466,0.000244209253133,0.000191141797509,-0.00122504965919,-0.00135128833343,-0.000805315675513,0.0005178465096
Y,0.013439699397,0.0153940943408,0.0148659048588,0.0168157990517,0.0165719791687,0.0195881493263,0.0170466733145,0.020152749088,0.0241820897663,0.0201852559285,0.0191214718895,0.0165770569118,0.018731453695,0.0164280500402,0.0194412187934,0.0145416205474,0.0228165331146,0.0191590023185,0.01414325624,0.0213903456406,0.0164501868893,0.0183117271129,0.019631620427,0.0192904151738,0.0214123886248,0.0184622640485,0.0199980662152,0.0119602354002,0.0165549060587,0.0210133974953,0.0151790845325,0.0164036472681,0.0196417280847,0.0224255531434,0.0151994491587,0.0192305009871,0.0157846382425,0.0179719460002,0.0176361212773,0.0128006592514,0.0213396992336,0.0215551799797,0.018432403471,0.0218174211413,0.0179475647824,0.0197651636602,0.0207096406116,0.0134351197252,0.019671388574,0.0145980058601
